City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Lodja,CD,-3.4833,23.4333,73.83,57,91,0.69,overcast clouds
341,Kadoma,JP,34.7333,135.5833,83.64,80,75,4.61,light rain
342,Fare,PF,-16.7,-151.0167,76.93,64,38,25.19,scattered clouds
343,Comarapa,BO,-17.9,-64.4833,55.09,95,100,5.53,overcast clouds
344,Borogontsy,RU,62.6683,131.1683,66.97,93,100,1.81,overcast clouds
345,Nome,US,64.5011,-165.4064,66.11,67,0,14.97,clear sky
346,Bose,IT,45.4612,8.0137,74.21,74,1,5.46,clear sky
347,Kavieng,PG,-2.5744,150.7967,82.38,75,41,10.45,moderate rain
348,Ariquemes,BR,-9.9133,-63.0408,76.21,54,27,1.03,scattered clouds
349,Ciudad Valles,MX,21.9833,-99.0167,81.19,75,100,9.33,overcast clouds
350,Kahului,US,20.8947,-156.47,84.22,70,40,23.02,scattered clouds
351,Clemson,US,34.6834,-82.8374,80.82,81,0,3.44,clear sky
352,Adelaide,AU,-34.9333,138.6,55.92,62,0,12.66,clear sky
353,Cairns,AU,-16.9167,145.7667,71.11,52,100,16.11,overcast clouds
354,Soyo,AO,-6.1349,12.3689,69.64,88,0,4.88,clear sky
355,Waipawa,NZ,-41.4122,175.5153,47.05,67,88,6.87,overcast clouds
356,Hamilton,US,39.1834,-84.5333,78.24,62,0,5.75,clear sky
357,Kudal,IN,16.0333,73.6833,78.46,87,100,14.85,overcast clouds
358,Locri,IT,38.2414,16.2623,73.31,56,0,8.93,clear sky
359,Vila Velha,BR,-20.3297,-40.2925,67.95,97,75,2.3,broken clouds
360,Port Keats,AU,-14.25,129.55,72.79,30,19,12.95,few clouds
361,Ajdabiya,LY,30.7554,20.2263,73.44,50,0,8.68,clear sky
362,Lebork,PL,54.5392,17.7501,56.75,95,30,9.57,scattered clouds
363,Kieta,PG,-6.2167,155.6333,85.75,62,100,5.68,overcast clouds
364,Hay River,CA,60.8156,-115.7999,67.98,60,40,8.05,scattered clouds
365,Algiers,DZ,36.7525,3.042,66.02,94,20,3.44,few clouds
366,Phangnga,TH,8.4509,98.5298,84.24,94,100,5.08,overcast clouds
367,Karpathos,GR,35.507,27.2132,71.56,83,0,12.66,clear sky
368,Benguela,AO,-12.5763,13.4055,66.65,88,0,1.41,clear sky
369,Quatre Cocos,MU,-20.2078,57.7625,68.11,76,72,12.75,light rain
370,Bytow,PL,54.1706,17.4919,53.2,94,84,9.4,light rain
371,Mendoza,AR,-32.8908,-68.8272,49.53,46,100,9.22,light rain
372,College,US,64.8569,-147.8028,69.75,36,75,11.5,smoke
373,Marzuq,YE,14.4,46.4667,78.35,54,100,4.81,light rain
374,Pangnirtung,CA,66.1451,-65.7125,54.03,58,10,2.1,clear sky
375,San Pedro De Macoris,DO,18.4616,-69.2972,81.21,78,100,11.21,overcast clouds
376,Opuwo,NA,-18.0607,13.84,56.62,37,0,8.16,clear sky
377,Flinders,AU,-34.5833,150.8552,60.19,60,0,7.0,clear sky
378,Xining,CN,36.6167,101.7667,59.32,94,100,2.37,overcast clouds
379,Ixtapa,MX,20.7,-105.2,85.23,79,100,10.36,thunderstorm
380,Bonfim,BR,3.0833,-59.95,75.27,91,100,3.22,overcast clouds
381,Elko,US,41.0002,-115.5012,95.02,8,100,10.0,overcast clouds
382,Komsomolskiy,UZ,40.4272,71.7189,75.92,38,0,2.3,clear sky
383,Bougouni,ML,11.417,-7.479,74.75,88,92,2.42,light rain
384,Pontianak,ID,-0.0333,109.3333,82.38,78,20,3.44,few clouds
385,Mirnyy,RU,62.5353,113.9611,77.23,53,98,8.99,overcast clouds
386,Tahoua,NE,14.8888,5.2692,88.56,46,4,14.18,clear sky
387,Gushikawa,JP,26.3544,127.8686,87.8,79,20,16.11,few clouds
388,Amalapuram,IN,16.5833,82.0167,79.59,77,99,8.12,overcast clouds
389,Bathsheba,BB,13.2167,-59.5167,83.01,90,75,20.71,broken clouds
390,Portland,US,45.5234,-122.6762,87.62,36,20,9.22,few clouds
391,San Rafael,AR,-34.6177,-68.3301,40.3,58,100,8.21,overcast clouds
392,Belyy Yar,RU,53.6039,91.3903,57.85,68,0,4.47,clear sky
393,Haines Junction,CA,60.7522,-137.5108,55.35,76,100,2.3,overcast clouds
394,Acapulco,MX,16.8634,-99.8901,84.02,79,100,4.61,overcast clouds
395,Iqaluit,CA,63.7506,-68.5145,44.33,81,20,5.75,few clouds
396,Belaya Gora,RU,68.5333,146.4167,70.34,51,41,9.37,scattered clouds
397,Wewak,PG,-3.5534,143.6268,81.91,78,100,4.27,overcast clouds
398,Ilhabela,BR,-23.7781,-45.3581,69.71,94,38,7.76,scattered clouds
399,Bairiki,KI,1.3292,172.9752,87.8,74,40,14.97,light rain
400,Progreso,MX,21.2833,-89.6667,88.11,79,100,15.82,overcast clouds
401,Natal,BR,-5.795,-35.2094,77.22,83,0,6.91,clear sky
402,Lasa,IT,46.6166,10.7002,67.08,78,3,3.96,clear sky
403,Boa Vista,BR,2.8197,-60.6733,78.78,78,40,3.44,scattered clouds
404,Bindura,ZW,-17.3019,31.3306,53.62,52,20,2.37,few clouds
405,Kapit,MY,2.0167,112.9333,80.96,74,86,1.12,overcast clouds
406,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,71.26,35,6,5.86,clear sky
407,Nishihara,JP,26.1842,127.7558,87.85,81,75,16.11,broken clouds
408,Baghdad,IQ,33.3406,44.4009,91.31,18,0,12.66,clear sky
409,Kargasok,RU,59.0556,80.8572,58.59,75,3,3.04,clear sky
410,Pangai,TO,-19.8,-174.35,82.51,78,75,8.05,broken clouds
411,Berezovyy,RU,51.6667,135.7,66.74,97,100,3.15,overcast clouds
412,Gualaquiza,EC,-3.4,-78.55,62.82,98,26,1.16,scattered clouds
413,Dali,CN,25.7,100.1833,71.64,73,20,2.1,few clouds
414,Pochutla,MX,15.7432,-96.4661,75.38,93,100,6.87,overcast clouds
415,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.07,85,14,7.25,few clouds
416,Vestmannaeyjar,IS,63.4427,-20.2734,50.31,78,98,6.69,overcast clouds
417,Neulengbach,AT,48.1974,15.9022,67.1,93,29,1.99,light rain
418,Mitsamiouli,KM,-11.3847,43.2844,76.93,67,3,8.1,clear sky
419,Tessalit,ML,20.1986,1.0114,91.99,35,10,16.11,clear sky
420,Jalu,LY,29.0331,21.5482,75.38,54,0,8.84,clear sky
421,Shenjiamen,CN,29.9576,122.298,80.2,85,100,7.16,overcast clouds
422,Sitka,US,57.0531,-135.33,64.29,55,100,8.05,overcast clouds
423,Iracoubo,GF,5.4802,-53.2011,77.2,88,93,7.92,overcast clouds
424,Erzin,TR,36.9559,36.2,73.17,87,5,1.19,clear sky
425,Kununurra,AU,-15.7667,128.7333,69.78,24,14,14.97,few clouds
426,Antofagasta,CL,-23.65,-70.4,58.28,74,69,0.94,broken clouds
427,Corinto,GR,37.9407,22.9573,79.41,47,0,9.31,clear sky
428,Snezhnogorsk,RU,69.1933,33.2531,53.38,90,55,8.81,broken clouds
429,Margate,GB,51.3813,1.3862,59.31,85,55,2.17,broken clouds
430,Katherine,AU,-14.4667,132.2667,68.32,32,10,20.71,clear sky
431,Hasaki,JP,35.7333,140.8333,82.29,83,100,9.46,light rain
432,San Carlos Del Zulia,VE,9.0,-71.9135,79.16,75,7,7.27,clear sky
433,Coquimbo,CL,-29.9533,-71.3436,51.53,100,100,16.11,overcast clouds
434,Rionero In Vulture,IT,40.9257,15.67,64.09,48,0,3.2,clear sky
435,Saint Anthony,US,45.0205,-93.218,81.03,67,0,13.8,clear sky
436,Suihua,CN,46.6406,126.9969,72.01,71,100,14.52,overcast clouds
437,Kankon,IN,15.0167,74.0167,78.6,86,100,19.57,overcast clouds
438,Hurricane,US,37.1753,-113.2899,88.27,58,100,11.77,overcast clouds
439,Samarai,PG,-10.6167,150.6667,76.96,67,100,19.53,overcast clouds
440,Chernyshevskiy,RU,63.0128,112.4714,58.55,91,100,2.08,overcast clouds
441,Udachnyy,RU,66.4167,112.4,52.45,100,100,11.81,overcast clouds
442,Sakakah,SA,29.9697,40.2064,85.57,27,0,11.68,clear sky
443,Trinidad,BO,-14.8333,-64.9,79.61,59,97,3.33,light rain
444,Leo,BF,11.1,-2.1,74.71,82,39,4.81,scattered clouds
445,Road Town,VG,18.4167,-64.6167,82.44,89,20,9.22,few clouds
446,Ugoofaaru,MV,5.6667,73.0,83.01,76,100,16.58,overcast clouds
447,Markova,UA,48.6758,24.4138,63.21,60,73,5.08,broken clouds
448,Bismarck,US,46.8083,-100.7837,83.26,69,0,11.5,clear sky
449,Abbeville,FR,50.1,1.8333,58.96,89,11,6.17,few clouds
450,Cuencame,MX,24.8711,-103.6964,84.11,23,22,21.23,few clouds
451,Chisec,GT,15.8167,-90.2833,74.41,93,100,4.41,overcast clouds
452,Istok,XK,42.7808,20.4875,62.31,53,11,3.8,few clouds
453,Chernyshkovskiy,RU,48.4219,42.2308,59.45,79,0,8.08,clear sky
454,Virginia Beach,US,36.8529,-75.978,84.02,81,75,3.44,broken clouds
455,Mazamitla,MX,19.9167,-103.0333,60.37,87,80,2.82,broken clouds
456,Northam,GB,51.0333,-4.2167,58.6,81,1,7.9,clear sky
457,Kamaishi,JP,39.2667,141.8833,70.7,92,100,2.68,moderate rain
458,Honiara,SB,-9.4333,159.95,86.7,60,96,3.89,overcast clouds
459,Socastee,US,33.6835,-78.9984,82.44,91,0,4.61,clear sky
460,Vao,NC,-22.6667,167.4833,70.92,62,0,20.0,clear sky
461,Kawalu,ID,-7.3817,108.2082,74.53,96,99,2.08,overcast clouds
462,Smithers,CA,54.7804,-127.1743,59.32,77,100,4.61,light rain
463,Luanda,AO,-8.8368,13.2343,66.2,94,75,2.3,broken clouds
464,Nicoya,CR,10.1483,-85.452,75.69,91,100,1.86,overcast clouds
465,Moju,BR,-1.8839,-48.7689,73.29,96,4,3.49,clear sky
466,Kingsport,US,36.5484,-82.5618,78.06,79,19,0.74,few clouds
467,Anori,BR,-3.7728,-61.6442,78.55,71,87,2.53,overcast clouds
468,Togur,RU,58.3631,82.8265,58.12,68,7,2.04,clear sky
469,Grand Gaube,MU,-20.0064,57.6608,68.4,70,2,5.99,clear sky
470,Rykhtychi,UA,49.3851,23.5566,63.01,87,100,9.57,overcast clouds
471,Sept-Iles,CA,50.2001,-66.3821,59.05,90,75,5.75,broken clouds
472,Brae,GB,60.3964,-1.353,51.3,89,41,13.47,scattered clouds
473,Ust-Uda,RU,54.1742,103.0304,61.66,70,16,5.84,few clouds
474,Lardos,GR,36.0942,28.0157,76.95,61,0,3.09,clear sky
475,Yatou,CN,37.15,122.3833,81.97,63,2,4.03,clear sky
476,Tomatlan,MX,19.9333,-105.25,82.58,79,80,4.05,broken clouds
477,Odweyne,SO,9.4092,45.064,73.67,58,100,20.78,overcast clouds
478,Kintampo,GH,8.0563,-1.7306,71.04,95,59,5.84,broken clouds
479,Bandarbeyla,SO,9.4942,50.8122,79.34,73,100,29.95,overcast clouds
480,Okakarara,NA,-20.5833,17.4333,47.68,40,0,5.73,clear sky
481,Sonari,IN,27.0667,95.0333,86.05,83,0,0.78,clear sky
482,Sungaipenuh,ID,-2.0833,101.3833,66.25,95,100,3.71,overcast clouds
483,Amapa,BR,1.0,-52.0,71.78,99,24,2.01,few clouds
484,Havoysund,NO,70.9963,24.6622,52.03,98,100,11.05,overcast clouds
485,Malaia,RO,45.35,24.0333,58.35,54,11,4.65,few clouds
486,Taman,RU,45.2117,36.7161,72.25,61,0,5.01,clear sky
487,Beringovskiy,RU,63.05,179.3167,49.03,84,23,10.38,few clouds
488,Ukiah,US,39.1502,-123.2078,92.44,41,0,14.97,clear sky
489,Coruripe,BR,-10.1256,-36.1756,72.72,84,51,9.71,broken clouds
490,Yaan,NG,7.3833,8.5667,71.37,97,76,6.6,broken clouds
491,Kruisfontein,ZA,-34.0033,24.7314,50.13,92,5,5.73,clear sky
492,Huilong,CN,31.8111,121.655,79.18,92,100,8.52,overcast clouds
493,Vakhrushevo,RU,55.2317,61.7173,66.58,100,0,0.0,clear sky
494,Saint-Leu,RE,-21.15,55.2833,65.32,76,66,3.71,light rain
495,Tual,ID,-5.6667,132.75,79.5,81,38,24.45,scattered clouds
496,Umtata,ZA,-31.5889,28.7844,45.16,100,0,0.0,clear sky
497,Camacha,PT,33.0833,-16.3333,67.42,83,40,11.5,scattered clouds
498,Yarovoye,RU,52.9273,78.58,62.83,69,100,3.94,light rain
499,Durango,MX,24.8333,-104.8333,78.12,28,38,20.38,scattered clouds
500,Deyang,CN,31.1302,104.382,79.68,90,100,3.36,overcast clouds
501,Manuk Mangkaw,PH,4.8,119.85,79.65,84,100,13.51,heavy intensity rain
502,Klyavlino,RU,54.2649,52.0267,63.75,98,100,8.88,light rain
503,Balkanabat,TM,39.5108,54.3671,89.55,17,0,4.47,clear sky
504,Saint-Augustin,CA,51.226,-58.6502,61.07,65,33,12.1,scattered clouds
505,Amantea,IT,39.1332,16.0746,72.16,59,0,3.74,clear sky
506,Kodinar,IN,20.7903,70.7031,80.11,90,100,20.04,moderate rain
507,Darnah,LY,32.767,22.6367,76.84,59,0,21.88,clear sky
508,Garissa,KE,-0.4536,39.6401,73.72,74,99,15.48,overcast clouds
509,Inuvik,CA,68.3499,-133.7218,45.46,70,100,12.66,overcast clouds
510,Tema,GH,5.667,-0.0166,75.74,85,100,9.91,overcast clouds
511,Mabaruma,GY,8.2,-59.7833,74.77,92,99,2.21,overcast clouds
512,Boca Do Acre,BR,-8.7522,-67.3978,77.49,78,99,2.8,overcast clouds
513,Billings,US,45.7833,-108.5007,84.29,40,75,9.22,broken clouds
514,Guerrero Negro,MX,27.9769,-114.0611,69.98,73,5,19.42,clear sky
515,Yendi,GH,9.4427,-0.0099,74.52,87,91,5.32,overcast clouds
516,Lynn Haven,US,30.2455,-85.6483,78.06,92,0,3.44,clear sky
517,Kutum,SD,14.2,24.6667,75.67,62,99,4.52,overcast clouds
518,Amarante Do Maranhao,BR,-5.5667,-46.7422,76.17,71,75,2.39,broken clouds
519,Nemuro,JP,43.3236,145.575,60.24,84,96,12.68,overcast clouds
520,Torrelavega,ES,43.3494,-4.0479,72.05,88,76,1.99,broken clouds
521,Adeje,ES,28.1227,-16.726,73.87,78,20,3.44,few clouds
522,Tandil,AR,-37.3217,-59.1332,49.68,95,100,4.94,light rain
523,Vanimo,PG,-2.6741,141.3028,82.02,80,83,2.8,broken clouds
524,Tashara,RU,55.5195,83.5094,54.3,86,100,4.29,overcast clouds
525,Taksimo,RU,56.3444,114.8794,69.85,73,100,3.78,overcast clouds
526,Icod De Los Vinos,ES,28.3724,-16.7119,69.55,65,10,8.77,clear sky
527,Astorga,BR,-23.2325,-51.6656,71.83,51,32,7.78,scattered clouds
528,Oktyabrskiy,RU,54.4815,53.471,70.99,70,100,13.42,overcast clouds
529,Xai-Xai,MZ,-25.0519,33.6442,63.19,82,2,1.68,clear sky
530,Salalah,OM,17.0151,54.0924,76.77,95,100,6.64,light rain
531,Fomboni,KM,-12.28,43.7425,77.13,71,12,18.52,few clouds
532,Ozernovskiy,RU,51.5,156.5167,52.99,97,100,5.55,overcast clouds
533,Payo,ID,-3.7508,103.6372,76.57,91,22,1.34,few clouds
534,Tarko-Sale,RU,64.9225,77.785,61.45,54,7,6.6,clear sky
535,Balaipungut,ID,1.05,101.2833,75.96,95,100,4.94,overcast clouds
536,Laguna,US,38.421,-121.4238,100.92,35,0,9.22,clear sky
537,Waynesboro,US,38.0685,-78.8895,74.57,89,75,0.0,light rain
538,Dovers,VC,12.8833,-61.1833,80.8,81,36,18.1,scattered clouds
539,Meulaboh,ID,4.1363,96.1285,76.71,82,98,4.18,overcast clouds
540,Buarcos,PT,40.166,-8.8768,68.34,73,97,4.52,overcast clouds
541,Corner Brook,CA,48.9667,-57.9484,57.36,73,0,1.07,clear sky
542,Noumea,NC,-22.2763,166.4572,75.18,99,10,14.88,clear sky
543,Nokaneng,BW,-19.6667,22.2667,55.06,39,0,5.55,clear sky
544,Uvinza,TZ,-5.1036,30.3911,63.95,58,64,2.75,broken clouds
545,Ducheng,CN,23.2373,111.5317,86.7,72,74,0.65,broken clouds
546,Grenada,ES,37.1882,-3.6067,74.91,39,0,3.0,clear sky
547,Bonavista,CA,48.6499,-53.1147,53.96,80,100,10.65,overcast clouds
548,Mathathane,BW,-22.2687,28.7495,59.02,31,0,9.04,clear sky
549,Tinskoy,RU,56.1525,96.9161,56.79,70,100,1.52,overcast clouds
550,Rio Grande,BR,-32.035,-52.0986,59.95,99,100,11.52,moderate rain
551,Mizdah,LY,31.4451,12.9801,69.39,62,0,7.27,clear sky
552,Finschhafen,PG,-6.6024,147.8681,79.75,84,92,12.53,overcast clouds
553,Novyy Urengoy,RU,66.0833,76.6333,60.24,55,3,5.59,clear sky
554,Miri,MY,4.4148,114.0089,82.54,83,40,0.0,scattered clouds
555,Vila Franca Do Campo,PT,37.7167,-25.4333,71.2,91,93,9.46,overcast clouds
556,Mezobereny,HU,46.8167,21.0333,66.02,60,9,7.61,clear sky
557,Santa Quiteria,BR,-4.3319,-40.1567,74.89,66,1,4.32,clear sky
558,Okato,NZ,-39.2,173.8833,52.68,58,47,3.96,scattered clouds
559,Halifax,CA,44.6453,-63.5724,64.47,94,21,5.01,few clouds
560,Troy,US,42.6056,-83.1499,76.93,52,75,0.0,broken clouds
561,Huanuco,PE,-9.9329,-76.2415,62.13,94,68,2.75,broken clouds
562,Ballina,AU,-28.8667,153.5667,62.78,67,75,13.96,broken clouds
563,Shelabolikha,RU,53.4131,82.6167,58.87,57,100,4.92,overcast clouds
564,Kijang,KR,35.2442,129.2139,85.73,72,22,5.55,few clouds
565,Denpasar,ID,-8.65,115.2167,80.26,88,75,16.11,broken clouds
566,Roblin,CA,51.23,-101.3565,71.04,79,1,8.25,clear sky
567,Sharlyk,RU,52.9167,54.75,73.22,56,100,9.15,overcast clouds
568,Gat,IL,31.61,34.7642,74.08,100,2,3.13,clear sky
569,Carutapera,BR,-1.195,-46.02,74.39,95,34,6.31,scattered clouds
570,Nhulunbuy,AU,-12.2333,136.7667,81.21,50,20,19.57,few clouds
571,Khuzhir,RU,53.1939,107.3397,52.27,95,99,8.1,overcast clouds
572,Bambanglipuro,ID,-7.95,110.2833,78.66,84,56,14.47,broken clouds
573,Alofi,NU,-19.0595,-169.9187,80.49,65,75,17.27,broken clouds
574,Terrace Bay,CA,48.7834,-87.1,47.7,83,59,1.79,broken clouds
575,Flores,GT,16.9226,-89.8994,80.96,65,100,7.96,overcast clouds
576,Koslan,RU,63.4564,48.8989,61.74,96,100,2.39,overcast clouds
577,Polje,BA,43.8806,18.0744,56.44,62,10,2.17,clear sky
578,Polis,CY,35.0367,32.4264,76.82,74,0,5.03,clear sky
579,Faya,SA,18.3851,42.4509,64.92,58,73,6.51,broken clouds
580,Duki,PK,30.1541,68.5728,77.49,67,98,2.93,overcast clouds
581,Ngunguru,NZ,-35.6167,174.5,58.77,62,100,7.99,overcast clouds
582,Ust-Nera,RU,64.5667,143.2,75.38,54,100,2.04,overcast clouds
583,Kelowna,CA,49.8831,-119.4857,94.75,15,0,3.44,clear sky
584,Ayagoz,KZ,47.9714,80.4392,65.17,45,0,4.16,clear sky
585,Mrakovo,RU,52.7161,56.6244,71.96,61,100,6.69,overcast clouds
586,Altamira,BR,-3.2033,-52.2064,73.18,96,88,0.76,overcast clouds
587,Trofors,NO,65.5333,13.4063,49.87,95,100,5.86,overcast clouds
588,Mariental,NA,-24.6333,17.9667,52.86,41,0,11.61,clear sky
589,Ekangala,ZA,-25.6962,28.7492,50.31,49,0,7.92,clear sky
590,Kayanga,TZ,-1.5303,31.1511,61.7,44,100,2.86,overcast clouds
591,Ermelo,ZA,-26.5333,29.9833,38.19,95,0,5.12,clear sky
592,Hervey Bay,AU,-25.2986,152.8535,63.91,70,19,17.16,few clouds
593,Nisia Floresta,BR,-6.0911,-35.2086,77.38,85,15,11.21,few clouds
594,Uyemskiy,RU,64.4743,40.8524,60.85,93,40,4.47,scattered clouds
595,Kajaani,FI,64.2273,27.7285,57.25,94,0,4.61,clear sky
596,Westport,US,41.1415,-73.3579,81.75,61,75,4.61,broken clouds
597,Montmagny,FR,48.9734,2.3469,67.91,65,0,10.36,clear sky
598,Porto Santo,PT,33.072,-16.3415,70.18,83,40,11.5,scattered clouds
599,Gigmoto,PH,13.7796,124.39,86.05,70,100,4.76,overcast clouds
600,Russell,US,32.3502,-85.1999,79.75,78,0,0.0,clear sky
601,Khasan,RU,42.4308,130.6434,65.43,95,100,3.62,overcast clouds
602,Codrington,AU,-38.2667,141.9667,50.45,88,100,11.74,overcast clouds
603,Palmer,US,42.1584,-72.3287,73.0,76,0,3.56,clear sky
604,Gazanjyk,TM,39.2446,55.5154,81.9,21,0,4.07,clear sky
605,Vitoria,BR,-20.3194,-40.3378,67.86,97,75,2.3,broken clouds
606,Iquitos,PE,-3.7481,-73.2472,77.04,94,20,0.0,few clouds
607,Batagay,RU,67.6333,134.6333,76.03,43,8,0.49,clear sky
608,Guasdualito,VE,7.2424,-70.7324,78.76,89,0,0.0,clear sky
609,Coralville,US,41.6764,-91.5805,80.83,74,0,9.22,clear sky
610,Berehove,UA,48.2056,22.6442,66.24,49,69,1.86,broken clouds
611,Turan,VN,16.0678,108.2208,89.58,66,0,1.14,clear sky
612,Cherkasy,UA,49.4285,32.0621,62.19,77,26,7.67,scattered clouds
613,Shimoda,JP,34.6667,138.95,75.56,86,100,2.82,light rain
614,Khabary,RU,53.6259,79.5345,53.4,95,100,13.42,heavy intensity rain
615,Tura,IN,25.5198,90.2201,77.13,92,86,3.09,overcast clouds
616,Zhigansk,RU,66.7697,123.3711,61.07,72,47,16.69,scattered clouds
617,Weihai,CN,37.5017,122.1136,76.69,81,5,5.86,clear sky
618,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,66.76,68,87,7.92,overcast clouds
619,Ensley,US,30.5188,-87.2728,79.61,89,0,4.61,light rain
620,Cochrane,CA,51.1834,-114.4687,83.75,22,0,7.61,clear sky
621,Naze,JP,28.3667,129.4833,86.92,80,100,11.83,overcast clouds
622,Yueyang,CN,29.3333,113.0919,88.56,64,100,13.18,overcast clouds
623,Panama City,PA,8.9936,-79.5197,81.45,86,40,3.44,scattered clouds
624,Lulea,SE,65.5842,22.1547,59.07,100,40,0.0,scattered clouds
625,Malangali,TZ,-8.5667,34.85,58.06,87,80,10.65,broken clouds
626,Vostok,RU,46.4856,135.8833,66.13,70,100,11.63,overcast clouds
627,Manacapuru,BR,-3.2997,-60.6206,79.11,74,69,4.97,broken clouds
628,Coari,BR,-4.085,-63.1414,73.44,95,36,2.51,scattered clouds
629,Zhengjiatun,CN,43.5064,123.5064,68.22,91,100,9.89,overcast clouds
630,Nongstoin,IN,25.5167,91.2667,71.85,85,88,2.98,overcast clouds
631,Murashi,RU,59.3999,48.9615,59.68,99,100,6.69,overcast clouds
632,Lufilufi,WS,-13.8745,-171.5986,82.18,78,22,24.05,light rain
633,Banjar,ID,-8.19,114.9675,80.53,75,12,3.2,few clouds
634,Sokolo,ML,14.7328,-6.1219,83.23,58,100,12.37,overcast clouds
635,Kirkwall,GB,58.9848,-2.9587,51.96,87,40,6.91,scattered clouds
636,Chara,RU,56.9064,118.2631,68.94,66,99,3.44,overcast clouds
637,Awjilah,LY,29.1081,21.2869,76.35,45,0,13.76,clear sky
638,Bilgi,IN,16.35,75.6167,72.64,83,100,17.0,overcast clouds
639,Oranjestad,AW,12.524,-70.027,80.55,78,20,13.8,few clouds
640,Nueva Italia De Ruiz,MX,19.0167,-102.1,82.49,67,27,3.06,scattered clouds
641,Sakaiminato,JP,35.55,133.2333,82.38,78,75,6.91,broken clouds
642,Tres Lagoas,BR,-20.7511,-51.6783,73.04,37,100,6.98,overcast clouds
643,Purgstall,AT,48.0584,15.1348,65.43,98,85,2.89,overcast clouds
644,Teguise,ES,29.0605,-13.564,68.22,78,20,21.85,few clouds
645,Garowe,SO,8.4054,48.4845,77.29,67,100,26.62,overcast clouds
646,Samana,DO,19.2056,-69.3369,79.11,79,100,9.44,overcast clouds
647,Vung Tau,VN,10.346,107.0843,80.47,82,100,10.96,heavy intensity rain
648,Maragogi,BR,-9.0122,-35.2225,73.69,85,17,6.73,few clouds
649,Arosa,CH,46.7779,9.6762,48.88,84,0,0.2,clear sky
650,Chunskiy,RU,56.0815,99.6342,58.73,61,100,2.66,overcast clouds
651,San Ramon,US,37.7799,-121.978,88.59,55,0,16.11,clear sky
652,Azanka,RU,58.0401,64.7893,68.97,82,12,0.83,few clouds
653,Tshikapa,CD,-6.4167,20.8,70.07,43,5,2.1,clear sky
654,Bhaderwah,IN,32.9784,75.7186,66.47,92,100,3.24,overcast clouds
655,Armidale,AU,-30.5167,151.65,49.93,50,0,3.78,clear sky
656,Salinopolis,BR,-0.6136,-47.3561,78.1,88,10,10.76,clear sky
657,Xichang,CN,27.8964,102.2634,74.55,73,48,1.95,scattered clouds
658,Bethanien,NA,-26.502,17.1583,52.65,34,0,5.3,clear sky
659,Morondava,MG,-20.2833,44.2833,64.6,68,0,10.0,clear sky
660,Isangel,VU,-19.55,169.2667,76.69,79,61,9.04,broken clouds
661,Mahajanga,MG,-15.7167,46.3167,64.42,94,0,4.61,clear sky
662,Ust-Kut,RU,56.7938,105.7672,59.32,86,100,2.19,overcast clouds
663,Bondo,CD,3.8146,23.6866,67.89,98,100,0.96,light rain
664,Calatayud,ES,41.3535,-1.6432,76.24,27,0,2.98,clear sky
665,Tuzser,HU,48.3441,22.1176,65.79,62,78,7.54,broken clouds
666,Kimbe,PG,-5.5502,150.1429,82.85,76,89,10.07,light rain
667,Igrim,RU,63.1906,64.4162,70.18,70,12,3.76,few clouds
668,Lucapa,AO,-8.4192,20.7447,64.67,37,2,4.85,clear sky
669,Kokkola,FI,63.8385,23.1307,54.93,94,0,9.22,clear sky
670,Udomlya,RU,57.8794,34.9925,51.33,98,19,4.27,few clouds
671,Half Moon Bay,US,37.4636,-122.4286,79.05,69,0,24.16,haze
672,Rocha,UY,-34.4833,-54.3333,56.57,99,100,5.93,overcast clouds
673,Celestun,MX,20.8667,-90.4,87.03,57,100,11.01,overcast clouds
674,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,93,75,8.05,light intensity drizzle
675,Juba,SS,4.8517,31.5825,68.29,97,85,0.89,overcast clouds
676,Broome,US,42.2506,-75.833,65.17,77,1,1.01,clear sky
677,Manggar,ID,-2.8833,108.2667,84.43,73,40,8.19,scattered clouds
678,Kilindoni,TZ,-7.9139,39.6668,76.19,78,68,18.88,light rain
679,Maceio,BR,-9.6658,-35.7353,74.64,78,40,2.3,scattered clouds
680,Atar,MR,20.5169,-13.0499,93.81,30,96,12.15,overcast clouds
681,Paris,FR,48.8534,2.3488,68.05,62,0,12.66,clear sky
682,Kharp,RU,66.8014,65.8081,62.01,75,0,5.14,clear sky
