City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
645,Garowe,SO,77.29,overcast clouds,8.4054,48.4845,Curubo Hotel
646,Samana,DO,79.11,overcast clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
647,Vung Tau,VN,80.47,heavy intensity rain,10.346,107.0843,Seaside Resort
648,Maragogi,BR,73.69,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
651,San Ramon,US,88.59,clear sky,37.7799,-121.978,San Ramon Marriott
653,Tshikapa,CD,70.07,clear sky,-6.4167,20.8,Tatem beach
656,Salinopolis,BR,78.1,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
657,Xichang,CN,74.55,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
660,Isangel,VU,76.69,broken clouds,-19.55,169.2667,Tanna Lodge
664,Calatayud,ES,76.24,clear sky,41.3535,-1.6432,Globales Castillo de Ayud
666,Kimbe,PG,82.85,light rain,-5.5502,150.1429,Kimbe Bay Hotel
667,Igrim,RU,70.18,few clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
671,Half Moon Bay,US,79.05,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
673,Celestun,MX,87.03,overcast clouds,20.8667,-90.4,Posada Lilia
677,Manggar,ID,84.43,scattered clouds,-2.8833,108.2667,Guest Hotel
678,Kilindoni,TZ,76.19,light rain,-7.9139,39.6668,Bustani B&B
679,Maceio,BR,74.64,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
